User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Battery voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
90447168	capacitor-lab-basics	228.96	2385	user	recording data	table							{"1": {"Battery voltage": 1.5, "Area": 400.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.53, "trialNumber": 1, "Separation": 10.0}, "3": {"Battery voltage": 1.5, "Area": 300.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.4, "trialNumber": 3, "Separation": 10.0}, "4": {"Battery voltage": 1.5, "Area": 350.00000000000006, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.46, "trialNumber": 4, "Separation": 10.0}, "5": {"Battery voltage": 1.5, "Area": 249.99999999999994, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.33, "trialNumber": 5, "Separation": 10.0}, "6": {"Battery voltage": 1.5, "Area": 200.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.27, "trialNumber": 6, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}, "8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": false, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}}						
90447168	capacitor-lab-basics	235.4	2386	user	Adding data to graph	trialNumber 1	Data added to graph successfully.												
90447168	capacitor-lab-basics	235.78	2387	user	Adding data to graph	trialNumber 3	Data added to graph successfully.												
90447168	capacitor-lab-basics	236.28	2388	user	Adding data to graph	trialNumber 4	Data added to graph successfully.												
90447168	capacitor-lab-basics	237.24	2389	user	Adding data to graph	trialNumber 5	Data added to graph successfully.												
90447168	capacitor-lab-basics	237.63	2390	user	Adding data to graph	trialNumber 6	Data added to graph successfully.												
90447168	capacitor-lab-basics	238.06	2391	user	Adding data to graph	trialNumber 7	Data added to graph successfully.												
90447168	capacitor-lab-basics	238.5	2392	user	Adding data to graph	trialNumber 8	Data added to graph successfully.												
90447168	capacitor-lab-basics	373.78	2393	user	Removing data from table	trialNumber 1	Data removed from table						{"3": {"Battery voltage": 1.5, "Area": 300.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.4, "trialNumber": 3, "Separation": 10.0}, "4": {"Battery voltage": 1.5, "Area": 350.00000000000006, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.46, "trialNumber": 4, "Separation": 10.0}, "5": {"Battery voltage": 1.5, "Area": 249.99999999999994, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.33, "trialNumber": 5, "Separation": 10.0}, "6": {"Battery voltage": 1.5, "Area": 200.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.27, "trialNumber": 6, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}, "8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}}						
90447168	capacitor-lab-basics	373.93	2394	user	Removing data from table	trialNumber 3	Data removed from table						{"8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}, "4": {"Battery voltage": 1.5, "Area": 350.00000000000006, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.46, "trialNumber": 4, "Separation": 10.0}, "5": {"Battery voltage": 1.5, "Area": 249.99999999999994, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.33, "trialNumber": 5, "Separation": 10.0}, "6": {"Battery voltage": 1.5, "Area": 200.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.27, "trialNumber": 6, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}}						
90447168	capacitor-lab-basics	374.06	2395	user	Removing data from table	trialNumber 4	Data removed from table						{"8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}, "5": {"Battery voltage": 1.5, "Area": 249.99999999999994, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.33, "trialNumber": 5, "Separation": 10.0}, "6": {"Battery voltage": 1.5, "Area": 200.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.27, "trialNumber": 6, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}}						
90447168	capacitor-lab-basics	374.2	2396	user	Removing data from table	trialNumber 5	Data removed from table						{"8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}, "6": {"Battery voltage": 1.5, "Area": 200.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.27, "trialNumber": 6, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}}						
90447168	capacitor-lab-basics	374.34	2397	user	Removing data from table	trialNumber 6	Data removed from table						{"8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}, "7": {"Battery voltage": 1.5, "Area": 149.99999999999997, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.2, "trialNumber": 7, "Separation": 10.0}}						
90447168	capacitor-lab-basics	374.47	2398	user	Removing data from table	trialNumber 7	Data removed from table						{"8": {"Battery voltage": 1.5, "Area": 100.0, "Connection": "BATTERY_CONNECTED", "Capacitor voltage": 1.5, "visible": true, "Charge": 0.13, "trialNumber": 8, "Separation": 10.0}}						
90447168	capacitor-lab-basics	374.62	2399	user	Removing data from table	trialNumber 8	Data removed from table						{}						
90447168	capacitor-lab-basics	380.83	2400	user	dragStarted	plateAreaDragHandleNode													
90447168	capacitor-lab-basics	381.3	2401	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.33	2402	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.35	2404	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.37	2406	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.39	2408	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.48	2410	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.51	2411	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.52	2413	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.54	2415	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.72	2416	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.74	2417	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.75	2418	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.76	2420	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.78	2422	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.8	2424	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.84	2425	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.86	2426	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.87	2428	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.88	2430	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.92	2431	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.96	2432	user	dragged	plateAreaDragHandleNode	increasing												
90447168	capacitor-lab-basics	381.96	2433	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	381.97	2435	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.07	2437	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.08	2438	user	dragged	plateAreaDragHandleNode	decreasing												
90447168	capacitor-lab-basics	382.09	2439	user	dragged	plateAreaDragHandleNode	increasing												
