User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Battery voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
12816168	capacitor_charge	13.23	1988	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.23	1991	model	updating state			0.02	BATTERY_CONNECTED	0.2253	10.0	100.0							
12816168	capacitor_charge	13.24	1994	model	updating state			0.02	BATTERY_CONNECTED	0.2253	10.0	100.0							
12816168	capacitor_charge	13.31	1999	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.32	2002	model	updating state			0.02	BATTERY_CONNECTED	0.1802	10.0	100.0							
12816168	capacitor_charge	13.34	2005	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.34	2008	model	updating state			0.0	BATTERY_CONNECTED	0.0	10.0	100.0							
12816168	capacitor_charge	13.39	2011	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.41	2014	model	updating state			-0.02	BATTERY_CONNECTED	-0.2703	10.0	100.0							
12816168	capacitor_charge	13.42	2017	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.42	2020	model	updating state			-0.07	BATTERY_CONNECTED	-0.7659	10.0	100.0							
12816168	capacitor_charge	13.43	2023	user	dragged	batteryNode	decreasing												
12816168	capacitor_charge	13.43	2026	model	updating state			-0.08	BATTERY_CONNECTED	-0.856	10.0	100.0							
12816168	capacitor_charge	13.44	2029	model	updating state			-0.08	BATTERY_CONNECTED	-0.856	10.0	100.0							
12816168	capacitor_charge	14.63	2101	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.65	2104	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.65	2107	model	updating state			-0.05	BATTERY_CONNECTED	-0.5857	10.0	100.0							
12816168	capacitor_charge	14.68	2110	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.69	2113	model	updating state			-0.02	BATTERY_CONNECTED	-0.1802	10.0	100.0							
12816168	capacitor_charge	14.7	2116	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.7	2119	model	updating state			0.0	BATTERY_CONNECTED	0.0901	10.0	100.0							
12816168	capacitor_charge	14.71	2122	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.71	2125	model	updating state			0.02	BATTERY_CONNECTED	0.1802	10.0	100.0							
12816168	capacitor_charge	14.72	2128	model	updating state			0.02	BATTERY_CONNECTED	0.1802	10.0	100.0							
12816168	capacitor_charge	14.78	2132	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.78	2135	model	updating state			0.02	BATTERY_CONNECTED	0.2253	10.0	100.0							
12816168	capacitor_charge	14.8	2138	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.8	2141	model	updating state			0.03	BATTERY_CONNECTED	0.3154	10.0	100.0							
12816168	capacitor_charge	14.82	2144	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.83	2147	model	updating state			0.04	BATTERY_CONNECTED	0.4055	10.0	100.0							
12816168	capacitor_charge	14.85	2150	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.85	2153	model	updating state			0.04	BATTERY_CONNECTED	0.4956	10.0	100.0							
12816168	capacitor_charge	14.86	2156	user	dragged	batteryNode	increasing												
12816168	capacitor_charge	14.87	2159	user	dragged	batteryNode	increasing												
