User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
10708152	capacitor_charge	57.5	6302	user	dragStarted	plateAreaDragHandleNode													
10708152	capacitor_charge	57.61	6310	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	57.7	6314	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.72	6317	model	updating state			0.07	BATTERY_CONNECTED	0.6758	10.0	110.0							
10708152	capacitor_charge	57.72	6320	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.74	6323	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.75	6326	model	updating state			0.08	BATTERY_CONNECTED	0.6758	10.0	130.0							
10708152	capacitor_charge	57.75	6329	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.78	6332	model	updating state			0.08	BATTERY_CONNECTED	0.6758	10.0	140.0							
10708152	capacitor_charge	57.78	6335	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	57.78	6338	model	updating state			0.08	BATTERY_CONNECTED	0.6758	10.0	140.0							
10708152	capacitor_charge	57.81	6342	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.81	6345	model	updating state			0.09	BATTERY_CONNECTED	0.6758	10.0	150.0							
10708152	capacitor_charge	57.83	6348	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	57.84	6351	model	updating state			0.09	BATTERY_CONNECTED	0.6758	10.0	150.0							
10708152	capacitor_charge	57.87	6354	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.87	6357	model	updating state			0.1	BATTERY_CONNECTED	0.6758	10.0	160.0							
10708152	capacitor_charge	57.89	6360	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	57.89	6363	model	updating state			0.1	BATTERY_CONNECTED	0.6758	10.0	160.0							
10708152	capacitor_charge	57.92	6366	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.94	6369	model	updating state			0.1	BATTERY_CONNECTED	0.6758	10.0	170.0							
10708152	capacitor_charge	57.95	6372	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.97	6375	model	updating state			0.11	BATTERY_CONNECTED	0.6758	10.0	180.0							
10708152	capacitor_charge	57.98	6378	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	57.99	6381	model	updating state			0.11	BATTERY_CONNECTED	0.6758	10.0	190.0							
10708152	capacitor_charge	58.0	6384	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.0	6387	model	updating state			0.12	BATTERY_CONNECTED	0.6758	10.0	200.0							
10708152	capacitor_charge	58.03	6390	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.05	6393	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	210.0							
10708152	capacitor_charge	58.06	6396	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.06	6399	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	220.0							
10708152	capacitor_charge	58.08	6402	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.08	6404	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	58.12	6407	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.13	6410	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	58.15	6413	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.16	6416	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	240.0							
10708152	capacitor_charge	58.17	6419	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.17	6422	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	58.19	6425	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.22	6428	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	58.23	6431	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.24	6434	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	58.24	6437	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.25	6440	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	58.28	6443	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.29	6446	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	58.29	6449	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.3	6452	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	58.32	6455	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.33	6458	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	58.33	6461	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	58.34	6464	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.36	6468	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.38	6472	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.39	6475	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	58.4	6478	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.4	6481	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	58.45	6485	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.45	6488	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.45	6491	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	58.46	6494	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	58.46	6497	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	58.73	6515	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	58.74	6518	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	58.74	6521	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	59.06	6543	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.09	6547	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.12	6552	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.14	6557	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.17	6562	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	59.19	6565	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	330.0							
10708152	capacitor_charge	59.2	6568	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	330.0							
10708152	capacitor_charge	59.23	6571	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.24	6575	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.31	6581	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	59.31	6584	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	340.0							
10708152	capacitor_charge	59.31	6587	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	340.0							
10708152	capacitor_charge	59.34	6591	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.38	6595	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	59.39	6598	model	updating state			0.21	BATTERY_CONNECTED	0.6758	10.0	350.0							
10708152	capacitor_charge	59.41	6601	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.42	6604	model	updating state			0.21	BATTERY_CONNECTED	0.6758	10.0	350.0							
10708152	capacitor_charge	59.42	6607	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.45	6612	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	59.45	6615	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	360.0							
10708152	capacitor_charge	59.45	6618	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	360.0							
10708152	capacitor_charge	59.69	6634	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.72	6639	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	59.76	6644	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	59.76	6647	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	370.0							
10708152	capacitor_charge	59.76	6650	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	370.0							
10708152	capacitor_charge	60.2	6677	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.21	6680	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	360.0							
10708152	capacitor_charge	60.21	6683	model	updating state			0.22	BATTERY_CONNECTED	0.6758	10.0	360.0							
10708152	capacitor_charge	60.22	6686	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.26	6690	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.26	6693	model	updating state			0.21	BATTERY_CONNECTED	0.6758	10.0	350.0							
10708152	capacitor_charge	60.28	6696	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.28	6699	model	updating state			0.21	BATTERY_CONNECTED	0.6758	10.0	350.0							
10708152	capacitor_charge	60.29	6702	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.31	6705	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	340.0							
10708152	capacitor_charge	60.33	6708	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.33	6711	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	330.0							
10708152	capacitor_charge	60.33	6714	model	updating state			0.2	BATTERY_CONNECTED	0.6758	10.0	330.0							
10708152	capacitor_charge	60.34	6717	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.35	6720	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	60.36	6723	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	60.37	6726	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.41	6730	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.44	6735	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.45	6738	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.45	6741	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	60.46	6744	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	60.46	6747	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.49	6752	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.51	6755	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.52	6758	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	60.53	6761	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.53	6764	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	60.55	6767	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.56	6771	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.57	6774	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	60.58	6777	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.59	6780	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	60.6	6785	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.62	6788	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	60.64	6791	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.64	6794	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	60.65	6798	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.67	6801	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.67	6804	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	60.68	6807	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	60.68	6810	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.69	6813	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.72	6818	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.76	6822	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.76	6825	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	60.76	6828	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	60.79	6831	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.81	6836	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.82	6839	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.83	6842	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	60.84	6845	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.85	6848	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	60.87	6851	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.87	6854	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	240.0							
10708152	capacitor_charge	60.87	6857	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	240.0							
10708152	capacitor_charge	60.89	6860	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.9	6865	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.97	6872	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	60.99	6875	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	60.99	6878	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	61.0	6881	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.04	6885	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.07	6891	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.09	6894	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	220.0							
10708152	capacitor_charge	61.1	6897	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.1	6900	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	220.0							
10708152	capacitor_charge	61.12	6904	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.16	6909	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.21	6913	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.21	6916	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	210.0							
10708152	capacitor_charge	61.22	6919	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.22	6922	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	210.0							
10708152	capacitor_charge	61.24	6925	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.59	6950	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.65	6955	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.65	6958	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	220.0							
10708152	capacitor_charge	61.66	6961	model	updating state			0.13	BATTERY_CONNECTED	0.6758	10.0	220.0							
10708152	capacitor_charge	61.68	6964	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.69	6967	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.7	6971	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.72	6975	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.73	6978	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	61.75	6981	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.75	6984	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	230.0							
10708152	capacitor_charge	61.77	6987	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.8	6990	model	updating state			0.14	BATTERY_CONNECTED	0.6758	10.0	240.0							
10708152	capacitor_charge	61.8	6993	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.8	6996	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	61.82	6999	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.82	7002	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	61.86	7007	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.86	7010	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.87	7013	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	61.89	7016	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.89	7019	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	61.9	7022	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.9	7025	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	61.92	7028	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.93	7031	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	61.94	7034	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	61.94	7037	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	61.97	7040	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	61.97	7043	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	61.99	7046	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.0	7049	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	62.0	7052	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.02	7056	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.04	7061	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	62.05	7064	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	62.07	7067	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.07	7070	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	62.1	7075	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	62.1	7078	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	62.11	7081	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	62.16	7085	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.2	7091	user	dragged	plateAreaDragHandleNode	increasing												
10708152	capacitor_charge	62.21	7094	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.21	7097	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	62.21	7100	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	320.0							
10708152	capacitor_charge	62.25	7104	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.27	7108	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.44	7122	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.46	7126	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.47	7130	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.52	7136	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.57	7142	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.63	7147	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.63	7150	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	62.65	7153	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.65	7156	model	updating state			0.19	BATTERY_CONNECTED	0.6758	10.0	310.0							
10708152	capacitor_charge	62.67	7159	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.69	7163	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.69	7166	model	updating state			0.18	BATTERY_CONNECTED	0.6758	10.0	300.0							
10708152	capacitor_charge	62.71	7169	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.72	7172	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	62.74	7175	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.76	7178	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	290.0							
10708152	capacitor_charge	62.76	7181	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.76	7184	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	62.77	7187	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.79	7190	model	updating state			0.17	BATTERY_CONNECTED	0.6758	10.0	280.0							
10708152	capacitor_charge	62.8	7193	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.83	7198	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.83	7201	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	62.85	7204	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.85	7207	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	270.0							
10708152	capacitor_charge	62.86	7210	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.87	7215	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.91	7219	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.91	7222	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.94	7226	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.94	7229	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	62.95	7232	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.95	7235	model	updating state			0.16	BATTERY_CONNECTED	0.6758	10.0	260.0							
10708152	capacitor_charge	62.98	7238	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.99	7241	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	62.99	7244	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	62.99	7247	model	updating state			0.15	BATTERY_CONNECTED	0.6758	10.0	250.0							
10708152	capacitor_charge	63.01	7250	user	dragged	plateAreaDragHandleNode	decreasing												
10708152	capacitor_charge	63.07	7258	user	dragEnded	plateAreaDragHandleNode													
10708152	capacitor_charge	64.3	7483	user	dragStarted	batteryNode													
10708152	capacitor_charge	64.38	7489	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.39	7492	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.39	7495	model	updating state			0.11	BATTERY_CONNECTED	0.4956	10.0	250.0							
10708152	capacitor_charge	64.42	7498	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.42	7501	model	updating state			0.08	BATTERY_CONNECTED	0.3604	10.0	250.0							
10708152	capacitor_charge	64.44	7504	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.44	7507	model	updating state			0.03	BATTERY_CONNECTED	0.1352	10.0	250.0							
10708152	capacitor_charge	64.47	7510	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.48	7513	model	updating state			0.0	BATTERY_CONNECTED	-0.0451	10.0	250.0							
10708152	capacitor_charge	64.48	7516	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.49	7519	model	updating state			-0.04	BATTERY_CONNECTED	-0.1802	10.0	250.0							
10708152	capacitor_charge	64.5	7522	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.5	7525	model	updating state			-0.05	BATTERY_CONNECTED	-0.2253	10.0	250.0							
10708152	capacitor_charge	64.5	7528	model	updating state			-0.05	BATTERY_CONNECTED	-0.2253	10.0	250.0							
10708152	capacitor_charge	64.51	7531	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.52	7534	model	updating state			-0.06	BATTERY_CONNECTED	-0.2703	10.0	250.0							
10708152	capacitor_charge	64.53	7537	model	updating state			-0.06	BATTERY_CONNECTED	-0.2703	10.0	250.0							
10708152	capacitor_charge	64.56	7540	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.56	7543	model	updating state			-0.07	BATTERY_CONNECTED	-0.3154	10.0	250.0							
10708152	capacitor_charge	64.56	7546	user	dragged	batteryNode													
10708152	capacitor_charge	64.56	7549	model	updating state			-0.07	BATTERY_CONNECTED	-0.3154	10.0	250.0							
10708152	capacitor_charge	64.59	7553	user	dragged	batteryNode	decreasing												
10708152	capacitor_charge	64.6	7556	model	updating state			-0.08	BATTERY_CONNECTED	-0.3604	10.0	250.0							
10708152	capacitor_charge	64.61	7559	model	updating state			-0.08	BATTERY_CONNECTED	-0.3604	10.0	250.0							
10708152	capacitor_charge	64.83	7573	user	dragged	batteryNode	increasing												
10708152	capacitor_charge	64.83	7576	model	updating state			-0.07	BATTERY_CONNECTED	-0.3154	10.0	250.0							
10708152	capacitor_charge	64.85	7579	user	dragged	batteryNode	increasing												
10708152	capacitor_charge	64.86	7582	model	updating state			-0.06	BATTERY_CONNECTED	-0.2703	10.0	250.0							
10708152	capacitor_charge	64.87	7585	user	dragged	batteryNode	increasing												
10708152	capacitor_charge	64.87	7588	user	dragged	batteryNode	increasing												
10708152	capacitor_charge	64.88	7591	model	updating state			-0.03	BATTERY_CONNECTED	-0.1352	10.0	250.0							
10708152	capacitor_charge	64.9	7594	user	dragged	batteryNode	increasing												
