User	Sim	Time	Index	User or Model?	Event	Item	Action	Charge	Connection	Voltage	Separation	Area	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
10708152	capacitor_charge	345.74	28816	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	345.77	28819	model	updating state			0.15	BATTERY_CONNECTED	0.9349	5.4	100.0							
10708152	capacitor_charge	345.79	28822	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	345.8	28825	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	345.81	28828	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	345.81	28831	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	345.81	28834	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	345.99	28847	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	346.01	28850	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	346.03	28853	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	346.03	28856	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	346.03	28859	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	346.48	28888	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	346.5	28891	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	346.53	28894	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	346.53	28897	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	346.53	28900	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	346.53	28903	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	347.26	28949	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	347.27	28952	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	347.3	28955	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	347.3	28958	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	347.32	28961	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	347.33	28964	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	347.33	28967	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	347.79	28996	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	347.8	28999	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	347.8	29002	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	347.8	29005	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	347.83	29008	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	347.83	29011	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	347.83	29014	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	347.86	29017	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	347.86	29020	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	348.49	29060	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	348.52	29063	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	348.54	29066	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	348.54	29069	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	348.55	29072	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	348.55	29075	model	updating state			0.18	BATTERY_CONNECTED	0.9349	4.6	100.0							
10708152	capacitor_charge	349.11	29110	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	349.11	29113	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	349.11	29116	model	updating state			0.17	BATTERY_CONNECTED	0.9349	4.8	100.0							
10708152	capacitor_charge	349.18	29123	user	dragged	plateSeparationDragHandleNode													
10708152	capacitor_charge	349.76	29159	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	349.76	29162	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	349.76	29165	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	349.84	29172	user	dragged	plateSeparationDragHandleNode	increasing												
10708152	capacitor_charge	349.86	29175	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	349.86	29178	model	updating state			0.16	BATTERY_CONNECTED	0.9349	5.2	100.0							
10708152	capacitor_charge	350.4	29211	user	dragged	plateSeparationDragHandleNode	decreasing												
10708152	capacitor_charge	350.4	29214	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	350.4	29217	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	350.82	29245	user	dragEnded	plateSeparationDragHandleNode													
10708152	capacitor_charge	375.12	31010	user	dragStarted	topSwitchNode													
10708152	capacitor_charge	375.14	31013	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	375.21	31019	user	dragEnded	topSwitchNode													
10708152	capacitor_charge	375.21	31023	model	updating state			0.17	BATTERY_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	375.87	31103	user	dragStarted	topSwitchNode													
10708152	capacitor_charge	375.87	31106	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	375.93	31113	user	dragged	topSwitchNode													
10708152	capacitor_charge	375.95	31116	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	375.95	31118	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	375.95	31121	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	375.96	31124	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	375.97	31130	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	375.97	31133	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	375.98	31139	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	375.98	31142	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.0	31149	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.0	31151	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.0	31154	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.0	31159	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.01	31161	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.02	31164	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.02	31167	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.03	31169	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.03	31172	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.04	31175	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.05	31177	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.06	31180	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.06	31185	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.06	31187	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.07	31190	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.07	31193	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.08	31195	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.08	31198	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.08	31201	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.1	31203	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.1	31206	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.1	31211	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.11	31214	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.11	31216	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.12	31219	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.13	31221	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.13	31224	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.15	31226	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.26	31236	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.27	31239	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.28	31241	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.28	31244	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.28	31247	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.3	31250	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.3	31252	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.3	31255	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.32	31257	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.32	31260	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.33	31262	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.38	31268	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.39	31271	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.4	31273	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.4	31276	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.4	31279	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.42	31281	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.42	31284	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.43	31286	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.44	31289	user	dragged	topSwitchNode	increasing												
10708152	capacitor_charge	376.45	31291	model	updating state			0.17	IN_TRANSIT	0.9349	5.0	100.0							
10708152	capacitor_charge	376.45	31294	user	dragged	topSwitchNode													
10708152	capacitor_charge	376.57	31302	user	dragEnded	topSwitchNode													
10708152	capacitor_charge	376.58	31306	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.58	31308	model	updating state			0.16	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.59	31310	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.59	31312	model	updating state			0.16	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.61	31314	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.61	31316	model	updating state			0.15	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.63	31318	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.63	31320	model	updating state			0.15	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.65	31322	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.65	31324	model	updating state			0.15	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.67	31326	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.67	31328	model	updating state			0.14	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.69	31330	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.69	31332	model	updating state			0.14	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.7	31334	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.7	31336	model	updating state			0.14	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.72	31338	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.72	31340	model	updating state			0.14	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.74	31342	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.75	31344	model	updating state			0.13	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.77	31346	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.77	31348	model	updating state			0.13	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.79	31350	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.79	31352	model	updating state			0.13	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.79	31354	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.79	31356	model	updating state			0.12	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.81	31358	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.81	31360	model	updating state			0.12	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.83	31362	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.83	31364	model	updating state			0.12	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.85	31366	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.85	31368	model	updating state			0.12	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.87	31370	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.87	31372	model	updating state			0.11	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.88	31374	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.89	31376	model	updating state			0.11	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.9	31378	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.92	31380	model	updating state			0.11	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.92	31382	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.92	31384	model	updating state			0.11	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.94	31386	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.94	31388	model	updating state			0.11	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.97	31390	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.97	31392	model	updating state			0.1	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	376.99	31394	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	376.99	31396	model	updating state			0.1	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.02	31398	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.02	31400	model	updating state			0.1	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.04	31402	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.04	31404	model	updating state			0.1	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.06	31406	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.06	31408	model	updating state			0.09	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.06	31410	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.06	31412	model	updating state			0.09	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.08	31414	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.08	31416	model	updating state			0.09	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.1	31418	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.1	31420	model	updating state			0.09	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.11	31422	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.11	31424	model	updating state			0.09	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.13	31426	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.13	31428	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.15	31430	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.16	31432	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.2	31434	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.2	31436	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.2	31438	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.2	31440	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.22	31442	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.22	31444	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.24	31446	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.24	31448	model	updating state			0.08	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.28	31450	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.28	31452	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.28	31454	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.28	31456	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.3	31458	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.3	31460	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.32	31462	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.32	31464	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.33	31466	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.33	31468	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.35	31470	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.35	31472	model	updating state			0.07	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.39	31474	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.39	31476	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.41	31478	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.41	31480	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.42	31482	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.42	31484	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.43	31486	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.43	31488	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.44	31490	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.44	31492	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.46	31494	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.46	31496	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.48	31498	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.48	31500	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.5	31502	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.5	31504	model	updating state			0.06	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.52	31506	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.52	31508	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.54	31510	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.54	31512	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.55	31514	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.57	31516	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.57	31518	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.57	31520	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.58	31522	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.58	31524	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.6	31526	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.6	31528	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.62	31530	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.62	31532	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.63	31534	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.63	31536	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.65	31538	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.65	31540	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.67	31542	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.67	31544	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.68	31546	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.68	31548	model	updating state			0.05	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.7	31550	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.7	31552	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.72	31554	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.73	31556	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.73	31558	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.73	31560	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.75	31562	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.75	31564	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.77	31566	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.77	31568	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.78	31570	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.78	31572	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.8	31574	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.8	31576	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.81	31578	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.81	31580	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.83	31582	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.83	31584	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.85	31586	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.85	31588	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.87	31590	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.87	31592	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.88	31594	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.88	31596	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.9	31598	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.9	31600	model	updating state			0.04	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.92	31602	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.92	31604	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.93	31606	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.93	31608	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.95	31610	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.95	31612	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.96	31614	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.96	31616	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	377.98	31618	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	377.98	31620	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.0	31622	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.0	31624	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.01	31626	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.01	31628	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.03	31630	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.03	31632	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.04	31634	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.04	31636	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.06	31638	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.06	31640	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.07	31642	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.07	31644	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.1	31646	model	Plate voltage changed	capacitor													
10708152	capacitor_charge	378.1	31648	model	updating state			0.03	LIGHT_BULB_CONNECTED	0.9349	5.0	100.0							
10708152	capacitor_charge	378.14	31650	model	Plate voltage changed	capacitor													
