User	Sim	Timestamp	Index	User or Model?	Event	Item	Action	Laser on status	Wavelength	Width	Concentration	Absorption	Detector location	Ruler location	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
test		1484681008244	5870	user	dragged	wavelengthControls	increasing														
test		1484681008244	5873	user	dragged	wavelengthControls	increasing														
test		1484681008249	5876	user	dragged	wavelengthControls	increasing														
test		1484681008259	5878	model	updating state	none	none	True	514	0.632	0.1	0.00316	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008261	5881	user	dragged	wavelengthControls	increasing														
test		1484681008264	5884	user	dragged	wavelengthControls	increasing														
test		1484681008276	5886	model	updating state	none	none	True	533	0.632	0.1	0.00316	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008278	5889	user	dragged	wavelengthControls	increasing														
test		1484681008282	5892	user	dragged	wavelengthControls	increasing														
test		1484681008292	5894	model	updating state	none	none	True	553	0.632	0.1	0.004424	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008294	5897	user	dragged	wavelengthControls	increasing														
test		1484681008296	5900	user	dragged	wavelengthControls	increasing														
test		1484681008313	5902	model	updating state	none	none	True	577	0.632	0.1	0.008848	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008314	5905	user	dragged	wavelengthControls	increasing														
test		1484681008325	5907	model	updating state	none	none	True	606	0.632	0.1	0.021488	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008328	5910	user	dragged	wavelengthControls	increasing														
test		1484681008329	5913	user	dragged	wavelengthControls	increasing														
test		1484681008345	5915	model	updating state	none	none	True	640	0.632	0.1	0.054984	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008347	5918	user	dragged	wavelengthControls	increasing														
test		1484681008359	5920	model	updating state	none	none	True	664	0.632	0.1	0.100488	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008361	5923	user	dragged	wavelengthControls	increasing														
test		1484681008377	5925	model	updating state	none	none	True	683	0.632	0.1	0.154208	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008380	5928	user	dragged	wavelengthControls	increasing														
test		1484681008381	5931	user	dragged	wavelengthControls	increasing														
test		1484681008392	5933	model	updating state	none	none	True	693	0.632	0.1	0.190864	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008394	5936	user	dragged	wavelengthControls	increasing														
test		1484681008411	5938	model	updating state	none	none	True	702	0.632	0.1	0.226256	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008412	5941	user	dragged	wavelengthControls	increasing														
test		1484681008427	5943	model	updating state	none	none	True	712	0.632	0.1	0.27176	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008428	5946	user	dragged	wavelengthControls	increasing														
test		1484681008444	5949	user	dragged	wavelengthControls	increasing														
test		1484681008445	5951	model	updating state	none	none	True	731	0.632	0.1	0.36656	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008447	5954	user	dragged	wavelengthControls	increasing														
test		1484681008460	5957	user	dragged	wavelengthControls	increasing														
test		1484681008460	5959	model	updating state	none	none	True	751	0.632	0.1	0.470208	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008464	5962	user	dragged	wavelengthControls	increasing														
test		1484681008476	5965	user	dragged	wavelengthControls	increasing														
test		1484681008476	5967	model	updating state	none	none	True	770	0.632	0.1	0.563744	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008478	5970	user	dragged	wavelengthControls	increasing														
test		1484681008480	5973	user	dragged	wavelengthControls	none														
test		1484681008498	5975	model	updating state	none	none	True	780	0.632	0.1	0.607352	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681008500	5978	user	dragged	wavelengthControls	none														
test		1484681008538	5984	user	dragged	wavelengthControls	none														
test		1484681008552	5988	user	dragged	wavelengthControls	none														
test		1484681008559	5991	user	dragged	wavelengthControls	none														
test		1484681008569	5995	user	dragged	wavelengthControls	none														
test		1484681008576	5998	user	dragged	wavelengthControls	none														
test		1484681008588	6002	user	dragged	wavelengthControls	none														
test		1484681008609	6006	user	dragged	wavelengthControls	none														
test		1484681008651	6012	user	dragged	wavelengthControls	none														
test		1484681008657	6015	user	dragged	wavelengthControls	none														
test		1484681008665	6018	user	dragged	wavelengthControls	none														
test		1484681008673	6022	user	dragged	wavelengthControls	none														
test		1484681008681	6025	user	dragged	wavelengthControls	none														
test		1484681008690	6029	user	dragged	wavelengthControls	none														
test		1484681008737	6035	user	dragged	wavelengthControls	none														
test		1484681008753	6039	user	dragged	wavelengthControls	none														
test		1484681008778	6043	user	dragged	wavelengthControls	none														
test		1484681009106	6066	user	dragEnded	wavelengthControls	none														
test		1484681009970	6187	user	dragStarted	cuvetteNode	none														
test		1484681009994	6191	user	dragged	cuvetteNode	none														
test		1484681010064	6197	user	dragged	cuvetteNode	increasing														
test		1484681010065	6199	model	updating state	none	none	True	780	0.64	0.1	0.61504	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010099	6203	user	dragged	cuvetteNode	increasing														
test		1484681010099	6205	model	updating state	none	none	True	780	0.648	0.1	0.622728	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010111	6208	user	dragged	cuvetteNode	increasing														
test		1484681010112	6210	model	updating state	none	none	True	780	0.672	0.1	0.645792	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010116	6213	user	dragged	cuvetteNode	increasing														
test		1484681010126	6215	model	updating state	none	none	True	780	0.696	0.1	0.668856	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010130	6218	user	dragged	cuvetteNode	increasing														
test		1484681010130	6221	user	dragged	cuvetteNode	increasing														
test		1484681010140	6223	model	updating state	none	none	True	780	0.728	0.1	0.699608	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010143	6226	user	dragged	cuvetteNode	increasing														
test		1484681010145	6229	user	dragged	cuvetteNode	increasing														
test		1484681010161	6231	model	updating state	none	none	True	780	0.752	0.1	0.722672	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010164	6234	user	dragged	cuvetteNode	increasing														
test		1484681010176	6236	model	updating state	none	none	True	780	0.768	0.1	0.738048	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010178	6239	user	dragged	cuvetteNode	increasing														
test		1484681010193	6241	model	updating state	none	none	True	780	0.776	0.1	0.745736	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010219	6246	user	dragged	cuvetteNode	increasing														
test		1484681010246	6249	user	dragged	cuvetteNode	increasing														
test		1484681010246	6251	model	updating state	none	none	True	780	0.816	0.1	0.784176	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010250	6254	user	dragged	cuvetteNode	increasing														
test		1484681010258	6257	user	dragged	cuvetteNode	increasing														
test		1484681010259	6259	model	updating state	none	none	True	780	0.84	0.1	0.80724	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010261	6262	user	dragged	cuvetteNode	increasing														
test		1484681010266	6265	user	dragged	cuvetteNode	increasing														
test		1484681010277	6267	model	updating state	none	none	True	780	0.856	0.1	0.822616	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010297	6271	user	dragged	cuvetteNode	none														
test		1484681010355	6278	user	dragged	cuvetteNode	increasing														
test		1484681010362	6281	user	dragged	cuvetteNode	increasing														
test		1484681010376	6283	model	updating state	none	none	True	780	0.872	0.1	0.837992	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010420	6289	user	dragged	cuvetteNode	increasing														
test		1484681010442	6292	user	dragged	cuvetteNode	increasing														
test		1484681010442	6294	model	updating state	none	none	True	780	0.888	0.1	0.853368	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010446	6297	user	dragged	cuvetteNode	increasing														
test		1484681010460	6300	user	dragged	cuvetteNode	increasing														
test		1484681010461	6302	model	updating state	none	none	True	780	0.904	0.1	0.868744	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010464	6305	user	dragged	cuvetteNode	increasing														
test		1484681010475	6308	user	dragged	cuvetteNode	increasing														
test		1484681010475	6310	model	updating state	none	none	True	780	0.92	0.1	0.88412	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010515	6315	user	dragged	cuvetteNode	increasing														
test		1484681010524	6317	model	updating state	none	none	True	780	0.928	0.1	0.891808	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010779	6335	user	dragged	cuvetteNode	increasing														
test		1484681010791	6337	model	updating state	none	none	True	780	0.936	0.1	0.899496	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010795	6340	user	dragged	cuvetteNode	increasing														
test		1484681010795	6343	user	dragged	cuvetteNode	increasing														
test		1484681010810	6345	model	updating state	none	none	True	780	0.976	0.1	0.937936	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010811	6348	user	dragged	cuvetteNode	increasing														
test		1484681010812	6351	user	dragged	cuvetteNode	increasing														
test		1484681010826	6353	model	updating state	none	none	True	780	1	0.1	0.961	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010859	6358	user	dragged	cuvetteNode	increasing														
test		1484681010874	6361	user	dragged	cuvetteNode	increasing														
test		1484681010875	6363	model	updating state	none	none	True	780	1.016	0.1	0.976376	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010882	6366	user	dragged	cuvetteNode	increasing														
test		1484681010890	6368	model	updating state	none	none	True	780	1.024	0.1	0.984064	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010907	6372	user	dragged	cuvetteNode	increasing														
test		1484681010926	6374	model	updating state	none	none	True	780	1.032	0.1	0.991752	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010930	6377	user	dragged	cuvetteNode	increasing														
test		1484681010940	6379	model	updating state	none	none	True	780	1.04	0.1	0.99944	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681010996	6385	user	dragged	cuvetteNode	increasing														
test		1484681011009	6387	model	updating state	none	none	True	780	1.048	0.1	1.007128	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011018	6391	user	dragged	cuvetteNode	increasing														
test		1484681011045	6393	model	updating state	none	none	True	780	1.056	0.1	1.014816	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011063	6396	user	dragged	cuvetteNode	increasing														
test		1484681011064	6399	user	dragged	cuvetteNode	increasing														
test		1484681011064	6401	model	updating state	none	none	True	780	1.072	0.1	1.030192	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011075	6404	user	dragged	cuvetteNode	increasing														
test		1484681011075	6406	model	updating state	none	none	True	780	1.08	0.1	1.03788	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011077	6409	user	dragged	cuvetteNode	increasing														
test		1484681011081	6412	user	dragged	cuvetteNode	increasing														
test		1484681011090	6414	model	updating state	none	none	True	780	1.096	0.1	1.053256	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011092	6417	user	dragged	cuvetteNode	increasing														
test		1484681011097	6420	user	dragged	cuvetteNode	increasing														
test		1484681011107	6422	model	updating state	none	none	True	780	1.112	0.1	1.068632	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011114	6425	user	dragged	cuvetteNode	increasing														
test		1484681011125	6427	model	updating state	none	none	True	780	1.128	0.1	1.084008	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011130	6430	user	dragged	cuvetteNode	increasing														
test		1484681011130	6433	user	dragged	cuvetteNode	increasing														
test		1484681011142	6435	model	updating state	none	none	True	780	1.144	0.1	1.099384	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011148	6438	user	dragged	cuvetteNode	increasing														
test		1484681011148	6441	user	dragged	cuvetteNode	increasing														
test		1484681011158	6443	model	updating state	none	none	True	780	1.16	0.1	1.11476	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011211	6449	user	dragged	cuvetteNode	increasing														
test		1484681011229	6451	model	updating state	none	none	True	780	1.168	0.1	1.122448	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011229	6454	user	dragged	cuvetteNode	increasing														
test		1484681011243	6456	model	updating state	none	none	True	780	1.192	0.1	1.145512	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011244	6459	user	dragged	cuvetteNode	increasing														
test		1484681011264	6462	user	dragged	cuvetteNode	increasing														
test		1484681011264	6464	model	updating state	none	none	True	780	1.216	0.1	1.168576	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011278	6467	user	dragged	cuvetteNode	increasing														
test		1484681011278	6469	model	updating state	none	none	True	780	1.224	0.1	1.176264	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011282	6472	user	dragged	cuvetteNode	increasing														
test		1484681011290	6474	model	updating state	none	none	True	780	1.232	0.1	1.183952	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011292	6477	user	dragged	cuvetteNode	increasing														
test		1484681011309	6479	model	updating state	none	none	True	780	1.24	0.1	1.19164	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011311	6482	user	dragged	cuvetteNode	increasing														
test		1484681011313	6485	user	dragged	cuvetteNode	increasing														
test		1484681011324	6487	model	updating state	none	none	True	780	1.264	0.1	1.214704	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011326	6490	user	dragged	cuvetteNode	increasing														
test		1484681011330	6493	user	dragged	cuvetteNode	increasing														
test		1484681011344	6495	model	updating state	none	none	True	780	1.28	0.1	1.23008	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011348	6498	user	dragged	cuvetteNode	increasing														
test		1484681011362	6500	model	updating state	none	none	True	780	1.296	0.1	1.245456	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011366	6503	user	dragged	cuvetteNode	increasing														
test		1484681011366	6506	user	dragged	cuvetteNode	increasing														
test		1484681011377	6508	model	updating state	none	none	True	780	1.312	0.1	1.260832	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011378	6511	user	dragged	cuvetteNode	increasing														
test		1484681011392	6513	model	updating state	none	none	True	780	1.336	0.1	1.283896	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011395	6516	user	dragged	cuvetteNode	increasing														
test		1484681011409	6518	model	updating state	none	none	True	780	1.368	0.1	1.314648	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011410	6521	user	dragged	cuvetteNode	increasing														
test		1484681011424	6523	model	updating state	none	none	True	780	1.392	0.1	1.337712	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011426	6526	user	dragged	cuvetteNode	increasing														
test		1484681011446	6528	model	updating state	none	none	True	780	1.408	0.1	1.353088	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011447	6531	user	dragged	cuvetteNode	increasing														
test		1484681011459	6533	model	updating state	none	none	True	780	1.424	0.1	1.368464	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011462	6536	user	dragged	cuvetteNode	increasing														
test		1484681011465	6539	user	dragged	cuvetteNode	increasing														
test		1484681011474	6541	model	updating state	none	none	True	780	1.448	0.1	1.391528	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011476	6544	user	dragged	cuvetteNode	increasing														
test		1484681011483	6547	user	dragged	cuvetteNode	increasing														
test		1484681011493	6549	model	updating state	none	none	True	780	1.472	0.1	1.414592	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011496	6552	user	dragged	cuvetteNode	increasing														
test		1484681011498	6555	user	dragged	cuvetteNode	increasing														
test		1484681011508	6557	model	updating state	none	none	True	780	1.496	0.1	1.437656	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011510	6560	user	dragged	cuvetteNode	increasing														
test		1484681011513	6563	user	dragged	cuvetteNode	increasing														
test		1484681011527	6565	model	updating state	none	none	True	780	1.528	0.1	1.468408	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011560	6568	user	dragged	cuvetteNode	increasing														
test		1484681011560	6571	user	dragged	cuvetteNode	increasing														
test		1484681011563	6573	model	updating state	none	none	True	780	1.56	0.1	1.49916	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011563	6576	user	dragged	cuvetteNode	increasing														
test		1484681011575	6578	model	updating state	none	none	True	780	1.592	0.1	1.529912	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011579	6581	user	dragged	cuvetteNode	increasing														
test		1484681011583	6584	user	dragged	cuvetteNode	increasing														
test		1484681011599	6586	model	updating state	none	none	True	780	1.632	0.1	1.568352	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011612	6589	user	dragged	cuvetteNode	increasing														
test		1484681011613	6591	model	updating state	none	none	True	780	1.656	0.1	1.591416	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011616	6594	user	dragged	cuvetteNode	increasing														
test		1484681011628	6596	model	updating state	none	none	True	780	1.672	0.1	1.606792	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011630	6599	user	dragged	cuvetteNode	increasing														
test		1484681011649	6602	user	dragged	cuvetteNode	increasing														
test		1484681011652	6604	model	updating state	none	none	True	780	1.688	0.1	1.622168	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011665	6607	user	dragged	cuvetteNode	increasing														
test		1484681011666	6609	model	updating state	none	none	True	780	1.72	0.1	1.65292	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011680	6612	user	dragged	cuvetteNode	increasing														
test		1484681011681	6614	model	updating state	none	none	True	780	1.776	0.1	1.706736	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011695	6617	user	dragged	cuvetteNode	increasing														
test		1484681011696	6619	model	updating state	none	none	True	780	1.824	0.1	1.752864	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011698	6622	user	dragged	cuvetteNode	increasing														
test		1484681011710	6624	model	updating state	none	none	True	780	1.864	0.1	1.791304	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011715	6627	user	dragged	cuvetteNode	increasing														
test		1484681011715	6630	user	dragged	cuvetteNode	increasing														
test		1484681011727	6632	model	updating state	none	none	True	780	1.88	0.1	1.80668	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011746	6636	user	dragged	cuvetteNode	increasing														
test		1484681011760	6638	model	updating state	none	none	True	780	1.888	0.1	1.814368	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011770	6642	user	dragged	cuvetteNode	increasing														
test		1484681011777	6645	user	dragged	cuvetteNode	increasing														
test		1484681011793	6647	model	updating state	none	none	True	780	1.904	0.1	1.829744	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011796	6650	user	dragged	cuvetteNode	increasing														
test		1484681011807	6652	model	updating state	none	none	True	780	1.912	0.1	1.837432	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011830	6655	user	dragged	cuvetteNode	increasing														
test		1484681011831	6657	model	updating state	none	none	True	780	1.92	0.1	1.84512	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011834	6661	user	dragged	cuvetteNode	increasing														
test		1484681011842	6664	user	dragged	cuvetteNode	increasing														
test		1484681011860	6667	user	dragged	cuvetteNode	increasing														
test		1484681011860	6669	model	updating state	none	none	True	780	1.944	0.1	1.868184	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011862	6672	user	dragged	cuvetteNode	increasing														
test		1484681011865	6675	user	dragged	cuvetteNode	increasing														
test		1484681011876	6677	model	updating state	none	none	True	780	1.96	0.1	1.88356	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011877	6680	user	dragged	cuvetteNode	none														
test		1484681011882	6683	user	dragged	cuvetteNode	increasing														
test		1484681011898	6685	model	updating state	none	none	True	780	1.968	0.1	1.891248	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011905	6689	user	dragged	cuvetteNode	increasing														
test		1484681011924	6691	model	updating state	none	none	True	780	1.976	0.1	1.898936	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011926	6694	user	dragged	cuvetteNode	increasing														
test		1484681011950	6696	model	updating state	none	none	True	780	1.984	0.1	1.906624	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011962	6699	user	dragged	cuvetteNode	increasing														
test		1484681011962	6701	model	updating state	none	none	True	780	1.992	0.1	1.914312	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011965	6704	user	dragged	cuvetteNode	increasing														
test		1484681011979	6706	model	updating state	none	none	True	780	2	0.1	1.922	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681011980	6709	user	dragged	cuvetteNode	none														
test		1484681012001	6714	user	dragged	cuvetteNode	none														
test		1484681012025	6718	user	dragged	cuvetteNode	none														
test		1484681012065	6723	user	dragged	cuvetteNode	none														
test		1484681012094	6728	user	dragged	cuvetteNode	none														
test		1484681012113	6732	user	dragged	cuvetteNode	none														
test		1484681012682	6769	user	dragEnded	cuvetteNode	none														
test		1484681013738	6978	user	dragStarted	wavelengthControls	none														
test		1484681013772	6983	user	dragged	wavelengthControls	decreasing														
test		1484681013802	6985	model	updating state	none	none	True	775	2	0.1	1.854	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013821	6988	user	dragged	wavelengthControls	decreasing														
test		1484681013821	6990	model	updating state	none	none	True	770	2	0.1	1.784	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013834	6993	user	dragged	wavelengthControls	decreasing														
test		1484681013835	6995	model	updating state	none	none	True	765	2	0.1	1.71	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013861	6999	user	dragged	wavelengthControls	decreasing														
test		1484681013861	7001	model	updating state	none	none	True	760	2	0.1	1.63	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013895	7005	user	dragged	wavelengthControls	decreasing														
test		1484681013896	7007	model	updating state	none	none	True	755	2	0.1	1.55	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013954	7014	user	dragged	wavelengthControls	decreasing														
test		1484681013961	7017	user	dragged	wavelengthControls	decreasing														
test		1484681013977	7019	model	updating state	none	none	True	717	2	0.1	0.932	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013979	7022	user	dragged	wavelengthControls	decreasing														
test		1484681013992	7024	model	updating state	none	none	True	673	2	0.1	0.394	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681013994	7027	user	dragged	wavelengthControls	decreasing														
test		1484681014014	7029	model	updating state	none	none	True	644	2	0.1	0.192	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014014	7032	user	dragged	wavelengthControls	decreasing														
test		1484681014026	7034	model	updating state	none	none	True	625	2	0.1	0.116	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014027	7037	user	dragged	wavelengthControls	decreasing														
test		1484681014043	7039	model	updating state	none	none	True	615	2	0.1	0.09	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014044	7042	user	dragged	wavelengthControls	decreasing														
test		1484681014060	7045	user	dragged	wavelengthControls	decreasing														
test		1484681014061	7047	model	updating state	none	none	True	596	2	0.1	0.06	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014063	7050	user	dragged	wavelengthControls	decreasing														
test		1484681014065	7053	user	dragged	wavelengthControls	decreasing														
test		1484681014076	7055	model	updating state	none	none	True	582	2	0.1	0.032	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014078	7058	user	dragged	wavelengthControls	decreasing														
test		1484681014082	7061	user	dragged	wavelengthControls	decreasing														
test		1484681014096	7063	model	updating state	none	none	True	557	2	0.1	0.018	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014100	7066	user	dragged	wavelengthControls	decreasing														
test		1484681014111	7068	model	updating state	none	none	True	528	2	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014113	7071	user	dragged	wavelengthControls	decreasing														
test		1484681014113	7074	user	dragged	wavelengthControls	decreasing														
test		1484681014124	7076	model	updating state	none	none	True	495	2	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014126	7079	user	dragged	wavelengthControls	decreasing														
test		1484681014130	7082	user	dragged	wavelengthControls	decreasing														
test		1484681014148	7084	model	updating state	none	none	True	461	2	0.1	0.018	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014148	7087	user	dragged	wavelengthControls	decreasing														
test		1484681014157	7089	model	updating state	none	none	True	437	2	0.1	0.018	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014159	7092	user	dragged	wavelengthControls	decreasing														
test		1484681014162	7095	user	dragged	wavelengthControls	decreasing														
test		1484681014178	7097	model	updating state	none	none	True	417	2	0.1	0.026	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014179	7100	user	dragged	wavelengthControls	decreasing														
test		1484681014190	7102	model	updating state	none	none	True	408	2	0.1	0.028	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
test		1484681014193	7105	user	dragged	wavelengthControls	decreasing														
test		1484681014193	7108	user	dragged	wavelengthControls	decreasing														
