User	Sim	Timestamp	Index	User or Model?	Event	Item	Action	Laser on status	Wavelength	Width	Concentration	Absorption	Detector location	Ruler location	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
test		1484681161846	23218	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in conce
test		1484681161997	23228	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concen
test		1484681162526	23261	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concent
test		1484681162709	23273	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentra
test		1484681162927	23287	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentrai
test		1484681163279	23309	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentra
test		1484681163410	23318	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentrat
test		1484681163514	23325	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentrati
test		1484681163668	23336	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentratio
test		1484681163826	23346	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration
test		1484681164279	23374	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration 
test		1484681164510	23389	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration =
test		1484681164660	23399	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = 
test		1484681165190	23432	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = i
test		1484681165374	23444	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = in
test		1484681165490	23452	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = inc
test		1484681165786	23471	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = incr
test		1484681166010	23485	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increa
test		1484681166169	23496	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increas
test		1484681166293	23504	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase
test		1484681166608	23524	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase 
test		1484681167465	23576	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase i
test		1484681167679	23590	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in
test		1484681167801	23599	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in 
test		1484681167934	23608	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in a
test		1484681168121	23620	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in ab
test		1484681168384	23637	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in abs
test		1484681168486	23644	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in abso
test		1484681168668	23656	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in absor
test		1484681169040	23678	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in absorba
test		1484681169210	23690	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in absorbanc
test		1484681169327	23698	user	editing notes	notepad	none														Increase width = increase absorbance\n\nAbsorbance highest in red (700nm wavelength)\n\nLowest in green (450nm)\n\nIncreases at blue-indigo weirdly? (400nm)\n\nAbsorbance level measured by transmitted rays\n\nIncrease in concentration = increase in absorbance
test		1484681178696	24570	user	recording data	none	none								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": false, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}}						
test		1484681181060	24714	user	expanding table	table	none														
test		1484681185573	25088	user	dragStarted	solutionControls	none														
test		1484681185847	25107	user	dragged	solutionControls	decreasing														
test		1484681185866	25109	model	updating state	none	none	True	780	2	0.198189655172	3.80920517241	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681185885	25112	user	dragged	solutionControls	decreasing														
test		1484681185886	25115	user	dragged	solutionControls	decreasing														
test		1484681185886	25117	model	updating state	none	none	True	780	2	0.189137931034	3.63523103448	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681185903	25120	user	dragged	solutionControls	decreasing														
test		1484681185904	25122	model	updating state	none	none	True	780	2	0.183706896552	3.53084655172	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681185921	25125	user	dragged	solutionControls	decreasing														
test		1484681185921	25127	model	updating state	none	none	True	780	2	0.178275862069	3.42646206897	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681185923	25130	user	dragged	solutionControls	none														
test		1484681185948	25135	user	dragged	solutionControls	decreasing														
test		1484681185964	25137	model	updating state	none	none	True	780	2	0.174655172414	3.35687241379	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681185965	25140	user	dragged	solutionControls	none														
test		1484681185971	25144	user	dragged	solutionControls	decreasing														
test		1484681185979	25147	user	dragged	solutionControls	decreasing														
test		1484681185998	25149	model	updating state	none	none	True	780	2	0.167413793103	3.21769310345	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186000	25152	user	dragged	solutionControls	none														
test		1484681186004	25156	user	dragged	solutionControls	decreasing														
test		1484681186011	25159	user	dragged	solutionControls	decreasing														
test		1484681186030	25161	model	updating state	none	none	True	780	2	0.161982758621	3.11330862069	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186031	25164	user	dragged	solutionControls	none														
test		1484681186036	25168	user	dragged	solutionControls	decreasing														
test		1484681186043	25171	user	dragged	solutionControls	decreasing														
test		1484681186062	25173	model	updating state	none	none	True	780	2	0.15474137931	2.97412931034	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186063	25176	user	dragged	solutionControls	decreasing														
test		1484681186079	25178	model	updating state	none	none	True	780	2	0.1475	2.83495	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186079	25181	user	dragged	solutionControls	decreasing														
test		1484681186095	25184	user	dragged	solutionControls	decreasing														
test		1484681186096	25186	model	updating state	none	none	True	780	2	0.134827586207	2.5913862069	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186098	25189	user	dragged	solutionControls	decreasing														
test		1484681186111	25191	model	updating state	none	none	True	780	2	0.131206896552	2.52179655172	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186128	25194	user	dragged	solutionControls	decreasing														
test		1484681186128	25196	model	updating state	none	none	True	780	2	0.129396551724	2.48700172414	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186161	25200	user	dragged	solutionControls	decreasing														
test		1484681186161	25202	model	updating state	none	none	True	780	2	0.127586206897	2.45220689655	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186163	25205	user	dragged	solutionControls	decreasing														
test		1484681186178	25207	model	updating state	none	none	True	780	2	0.123965517241	2.38261724138	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186181	25210	user	dragged	solutionControls	decreasing														
test		1484681186194	25212	model	updating state	none	none	True	780	2	0.118534482759	2.27823275862	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186196	25215	user	dragged	solutionControls	decreasing														
test		1484681186212	25217	model	updating state	none	none	True	780	2	0.114913793103	2.20864310345	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186217	25220	user	dragged	solutionControls	decreasing														
test		1484681186231	25222	model	updating state	none	none	True	780	2	0.113103448276	2.17384827586	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186233	25225	user	dragged	solutionControls	decreasing														
test		1484681186245	25228	user	dragged	solutionControls	decreasing														
test		1484681186245	25230	model	updating state	none	none	True	780	2	0.109482758621	2.10425862069	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186260	25234	user	dragged	solutionControls	decreasing														
test		1484681186280	25236	model	updating state	none	none	True	780	2	0.107672413793	2.0694637931	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186293	25240	user	dragged	solutionControls	decreasing														
test		1484681186312	25242	model	updating state	none	none	True	780	2	0.105862068966	2.03466896552	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186330	25245	user	dragged	solutionControls	decreasing														
test		1484681186330	25247	model	updating state	none	none	True	780	2	0.104051724138	1.99987413793	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186346	25250	user	dragged	solutionControls	decreasing														
test		1484681186346	25252	model	updating state	none	none	True	780	2	0.100431034483	1.93028448276	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186348	25255	user	dragged	solutionControls	decreasing														
test		1484681186361	25257	model	updating state	none	none	True	780	2	0.0986206896552	1.89548965517	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186363	25260	user	dragged	solutionControls	decreasing														
test		1484681186377	25262	model	updating state	none	none	True	780	2	0.0968103448276	1.86069482759	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186379	25265	user	dragged	solutionControls	decreasing														
test		1484681186396	25267	model	updating state	none	none	True	780	2	0.095	1.8259	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186782	25293	user	dragged	solutionControls	increasing														
test		1484681186799	25295	model	updating state	none	none	True	780	2	0.100431034483	1.93028448276	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186818	25298	user	dragged	solutionControls	increasing														
test		1484681186820	25300	model	updating state	none	none	True	780	2	0.107672413793	2.0694637931	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186832	25303	user	dragged	solutionControls	increasing														
test		1484681186833	25305	model	updating state	none	none	True	780	2	0.113103448276	2.17384827586	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681186835	25308	user	dragged	solutionControls	none														
test		1484681186837	25312	user	dragged	solutionControls	increasing														
test		1484681186863	25314	model	updating state	none	none	True	780	2	0.114913793103	2.20864310345	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681187059	25329	user	dragged	solutionControls	decreasing														
test		1484681187078	25332	user	dragged	solutionControls	decreasing														
test		1484681187079	25334	model	updating state	none	none	True	780	2	0.107672413793	2.0694637931	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681187084	25338	user	dragged	solutionControls	decreasing														
test		1484681187091	25341	user	dragged	solutionControls	decreasing														
test		1484681187099	25344	user	dragged	solutionControls	none														
test		1484681187113	25346	model	updating state	none	none	True	780	2	0.104051724138	1.99987413793	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681187132	25350	user	dragged	solutionControls	decreasing														
test		1484681187143	25352	model	updating state	none	none	True	780	2	0.10224137931	1.96507931034	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681187302	25365	user	dragged	solutionControls	decreasing														
test		1484681187332	25367	model	updating state	none	none	True	780	2	0.100431034483	1.93028448276	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681187974	25409	user	dragEnded	solutionControls	none														
test		1484681190245	25584	user	recording data	none	none								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": false, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": false, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}}						
test		1484681199467	26137	user	expanding graph	graph	none														
test		1484681201681	26269	user	Adding data to graph	trialNumber 1	Error: failed to add trial.								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": false, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": false, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}}						
test		1484681210968	26822	user	Selecting Y-axis	Y-axis dropdown menu	Y-axis changed to absorbance										absorbance				
test		1484681217541	27218	user	Selecting X-axis	X-axis dropdown menu	X-axis changed to concentration									concentration					
test		1484681219216	27319	user	Adding data to graph	trialNumber 1	Data added to graph successfully.								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": true, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": false, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}}						
test		1484681219947	27364	user	Adding data to graph	trialNumber 2	Data added to graph successfully.								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": true, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": true, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}}						
test		1484681225410	27925	user	dragStarted	solutionControls	none														
test		1484681225485	27933	user	dragged	solutionControls	decreasing														
test		1484681225492	27936	user	dragged	solutionControls	decreasing														
test		1484681225517	27939	user	dragged	solutionControls	decreasing														
test		1484681225517	27941	model	updating state	none	none	True	780	2	0.0877586206897	1.68672068966	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225537	27944	user	dragged	solutionControls	decreasing														
test		1484681225537	27946	model	updating state	none	none	True	780	2	0.0714655172414	1.37356724138	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225556	27949	user	dragged	solutionControls	decreasing														
test		1484681225556	27951	model	updating state	none	none	True	780	2	0.0624137931034	1.19959310345	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225571	27954	user	dragged	solutionControls	decreasing														
test		1484681225572	27956	model	updating state	none	none	True	780	2	0.0569827586207	1.09520862069	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225587	27959	user	dragged	solutionControls	decreasing														
test		1484681225587	27961	model	updating state	none	none	True	780	2	0.0533620689655	1.02561896552	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225601	27964	user	dragged	solutionControls	decreasing														
test		1484681225602	27967	user	dragged	solutionControls	decreasing														
test		1484681225602	27969	model	updating state	none	none	True	780	2	0.0461206896552	0.886439655172	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225617	27972	user	dragged	solutionControls	decreasing														
test		1484681225617	27974	model	updating state	none	none	True	780	2	0.0370689655172	0.712465517241	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225633	27977	user	dragged	solutionControls	decreasing														
test		1484681225633	27979	model	updating state	none	none	True	780	2	0.0316379310345	0.608081034483	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225634	27982	user	dragged	solutionControls	decreasing														
test		1484681225646	27984	model	updating state	none	none	True	780	2	0.0189655172414	0.364517241379	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225648	27987	user	dragged	solutionControls	decreasing														
test		1484681225661	27989	model	updating state	none	none	True	780	2	0.0135344827586	0.260132758621	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225663	27992	user	dragged	solutionControls	decreasing														
test		1484681225683	27994	model	updating state	none	none	True	780	2	0.00810344827586	0.155748275862	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225698	27997	user	dragged	solutionControls	decreasing														
test		1484681225698	28000	user	dragged	solutionControls	decreasing														
test		1484681225699	28002	model	updating state	none	none	True	780	2	0.00448275862069	0.0861586206897	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225716	28005	user	dragged	solutionControls	decreasing														
test		1484681225717	28007	model	updating state	none	none	True	780	2	0	0	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681225718	28010	user	dragged	solutionControls	none														
test		1484681225723	28014	user	dragged	solutionControls	none														
test		1484681225730	28017	user	dragged	solutionControls	none														
test		1484681225740	28021	user	dragged	solutionControls	none														
test		1484681225747	28024	user	dragged	solutionControls	none														
test		1484681225754	28028	user	dragged	solutionControls	none														
test		1484681225762	28031	user	dragged	solutionControls	none														
test		1484681225779	28035	user	dragged	solutionControls	none														
test		1484681225786	28039	user	dragged	solutionControls	none														
test		1484681225802	28043	user	dragged	solutionControls	none														
test		1484681225810	28046	user	dragged	solutionControls	none														
test		1484681225818	28050	user	dragged	solutionControls	none														
test		1484681225826	28053	user	dragged	solutionControls	none														
test		1484681225835	28057	user	dragged	solutionControls	none														
test		1484681225843	28060	user	dragged	solutionControls	none														
test		1484681225850	28064	user	dragged	solutionControls	none														
test		1484681225859	28067	user	dragged	solutionControls	none														
test		1484681225868	28071	user	dragged	solutionControls	none														
test		1484681225875	28074	user	dragged	solutionControls	none														
test		1484681225884	28078	user	dragged	solutionControls	none														
test		1484681225891	28081	user	dragged	solutionControls	none														
test		1484681225900	28084	user	dragged	solutionControls	none														
test		1484681225916	28088	user	dragged	solutionControls	none														
test		1484681225941	28093	user	dragEnded	solutionControls	none														
test		1484681227352	28223	user	recording data	none	none								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": true, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": true, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}, "3": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 0.0, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 3, "inGraph": false, "Wavelength": 780, "Concentration": 0.0, "Laser on status": true}}						
test		1484681229512	28353	user	Adding data to graph	trialNumber 3	Data added to graph successfully.								{"1": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 3.84, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 1, "inGraph": true, "Wavelength": 780, "Concentration": 0.2, "Laser on status": true}, "2": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 1.93, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 2, "inGraph": true, "Wavelength": 780, "Concentration": 0.1, "Laser on status": true}, "3": {"Ruler location": {"y": 3.58, "x": 3.3}, "Absorption": 0.0, "Detector location": {"y": 2.0, "x": 6.18}, "Width": 2.0, "trialNumber": 3, "inGraph": true, "Wavelength": 780, "Concentration": 0.0, "Laser on status": true}}						
test		1484681233990	28772	user	dragStarted	solutionControls	none														
test		1484681234166	28784	user	dragged	solutionControls	increasing														
test		1484681234167	28786	model	updating state	none	none	True	780	2	0.00362068965517	0.0695896551724	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234187	28789	user	dragged	solutionControls	increasing														
test		1484681234189	28791	model	updating state	none	none	True	780	2	0.00543103448276	0.104384482759	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234203	28794	user	dragged	solutionControls	increasing														
test		1484681234203	28796	model	updating state	none	none	True	780	2	0.0126724137931	0.243563793103	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234218	28799	user	dragged	solutionControls	increasing														
test		1484681234218	28801	model	updating state	none	none	True	780	2	0.0144827586207	0.27835862069	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234221	28805	user	dragged	solutionControls	increasing														
test		1484681234227	28808	user	dragged	solutionControls	none														
test		1484681234249	28810	model	updating state	none	none	True	780	2	0.0162931034483	0.313153448276	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234380	28820	user	dragged	solutionControls	increasing														
test		1484681234380	28822	model	updating state	none	none	True	780	2	0.0181034482759	0.347948275862	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234382	28825	user	dragged	solutionControls	increasing														
test		1484681234396	28827	model	updating state	none	none	True	780	2	0.0199137931034	0.382743103448	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234398	28830	user	dragged	solutionControls	increasing														
test		1484681234417	28832	model	updating state	none	none	True	780	2	0.021724137931	0.417537931034	{u'y': 2, u'x': 6.184137931034483}	{u'y': 3.58, u'x': 3.3}							
test		1484681234477	28839	user	dragged	solutionControls	increasing														
