User	Sim	Time	Index	User or Model?	Event	Item	Action	Laser on status	Wavelength	Width	Concentration	Absorption	Detector location	Ruler location	Table	X axis	Y axis	X axis scale	Y axis scale	Experiment #s included	Notes
90447168	light	6.2	1250	model	updating state			True	780	1.27	0.1	1.22	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.4	1261	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1263	model	updating state			True	780	1.28	0.1	1.23	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.4	1266	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1269	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1271	model	updating state			True	780	1.3	0.1	1.25	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.4	1274	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1277	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1279	model	updating state			True	780	1.33	0.1	1.28	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.4	1282	user	dragged	cuvetteNode	increasing														
90447168	light	6.4	1284	model	updating state			True	780	1.34	0.1	1.29	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.4	1288	user	dragged	cuvetteNode	increasing														
90447168	light	6.5	1290	model	updating state			True	780	1.35	0.1	1.3	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.6	1300	user	dragged	cuvetteNode	increasing														
90447168	light	6.6	1302	model	updating state			True	780	1.36	0.1	1.31	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.6	1305	user	dragged	cuvetteNode	increasing														
90447168	light	6.6	1307	model	updating state			True	780	1.38	0.1	1.32	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.6	1310	user	dragged	cuvetteNode	increasing														
90447168	light	6.6	1312	model	updating state			True	780	1.4	0.1	1.35	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.6	1315	user	dragged	cuvetteNode	increasing														
90447168	light	6.6	1317	model	updating state			True	780	1.41	0.1	1.35	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.7	1322	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1325	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1328	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1330	model	updating state			True	780	1.45	0.1	1.39	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.7	1333	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1335	model	updating state			True	780	1.46	0.1	1.41	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.7	1338	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1340	model	updating state			True	780	1.49	0.1	1.43	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.7	1343	user	dragged	cuvetteNode	increasing														
90447168	light	6.7	1345	model	updating state			True	780	1.5	0.1	1.44	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.8	1350	user	dragged	cuvetteNode	increasing														
90447168	light	6.8	1352	model	updating state			True	780	1.5	0.1	1.45	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.8	1355	user	dragged	cuvetteNode	increasing														
90447168	light	6.8	1357	model	updating state			True	780	1.52	0.1	1.46	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.8	1360	user	dragged	cuvetteNode	increasing														
90447168	light	6.8	1363	user	dragged	cuvetteNode	increasing														
90447168	light	6.8	1365	model	updating state			True	780	1.54	0.1	1.48	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.8	1368	user	dragged	cuvetteNode	increasing														
90447168	light	6.8	1370	model	updating state			True	780	1.54	0.1	1.48	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.8	1373	user	dragged	cuvetteNode															
90447168	light	6.9	1376	user	dragged	cuvetteNode	increasing														
90447168	light	6.9	1378	model	updating state			True	780	1.56	0.1	1.5	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.9	1382	user	dragged	cuvetteNode	increasing														
90447168	light	6.9	1384	model	updating state			True	780	1.57	0.1	1.51	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	6.9	1389	user	dragged	cuvetteNode	increasing														
90447168	light	6.9	1391	model	updating state			True	780	1.58	0.1	1.51	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.0	1395	user	dragged	cuvetteNode	increasing														
90447168	light	7.0	1397	model	updating state			True	780	1.58	0.1	1.52	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.0	1400	user	dragged	cuvetteNode	increasing														
90447168	light	7.0	1402	model	updating state			True	780	1.6	0.1	1.54	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.0	1405	user	dragged	cuvetteNode	increasing														
90447168	light	7.0	1407	model	updating state			True	780	1.61	0.1	1.55	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.1	1413	user	dragged	cuvetteNode	increasing														
90447168	light	7.1	1415	model	updating state			True	780	1.62	0.1	1.55	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.4	1434	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1437	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1439	model	updating state			True	780	1.57	0.1	1.51	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.4	1442	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1444	model	updating state			True	780	1.54	0.1	1.48	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.4	1447	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1449	model	updating state			True	780	1.52	0.1	1.46	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.4	1452	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1454	model	updating state			True	780	1.49	0.1	1.43	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.4	1459	user	dragged	cuvetteNode	decreasing														
90447168	light	7.4	1462	user	dragged	cuvetteNode	decreasing														
90447168	light	7.5	1465	user	dragged	cuvetteNode	decreasing														
90447168	light	7.5	1467	model	updating state			True	780	1.42	0.1	1.37	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.5	1470	user	dragged	cuvetteNode	decreasing														
90447168	light	7.5	1472	model	updating state			True	780	1.36	0.1	1.31	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.6	1475	user	dragged	cuvetteNode	decreasing														
90447168	light	7.6	1477	model	updating state			True	780	1.31	0.1	1.26	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.6	1481	user	dragged	cuvetteNode	decreasing														
90447168	light	7.6	1484	user	dragged	cuvetteNode	decreasing														
90447168	light	7.6	1486	model	updating state			True	780	1.27	0.1	1.22	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.6	1489	user	dragged	cuvetteNode	decreasing														
90447168	light	7.6	1491	model	updating state			True	780	1.26	0.1	1.21	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.7	1494	user	dragged	cuvetteNode	decreasing														
90447168	light	7.7	1496	model	updating state			True	780	1.21	0.1	1.16	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.7	1499	user	dragged	cuvetteNode	decreasing														
90447168	light	7.7	1501	model	updating state			True	780	1.15	0.1	1.11	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.7	1504	user	dragged	cuvetteNode	decreasing														
90447168	light	7.7	1507	user	dragged	cuvetteNode	decreasing														
90447168	light	7.7	1509	model	updating state			True	780	1.14	0.1	1.09	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.7	1512	user	dragged	cuvetteNode															
90447168	light	7.8	1519	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1521	model	updating state			True	780	1.12	0.1	1.08	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.8	1525	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1528	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1530	model	updating state			True	780	1.1	0.1	1.05	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.8	1533	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1536	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1539	user	dragged	cuvetteNode	decreasing														
90447168	light	7.8	1541	model	updating state			True	780	1.06	0.1	1.02	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.8	1544	user	dragged	cuvetteNode	decreasing														
90447168	light	7.9	1546	model	updating state			True	780	1.06	0.1	1.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.9	1549	user	dragged	cuvetteNode	decreasing														
90447168	light	7.9	1551	model	updating state			True	780	1.05	0.1	1.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	7.9	1554	user	dragged	cuvetteNode	decreasing														
90447168	light	7.9	1557	user	dragged	cuvetteNode															
90447168	light	7.9	1559	model	updating state			True	780	1.04	0.1	1.0	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	9.0	1626	user	dragEnded	cuvetteNode															
90447168	light	12.7	1889	user	editing notes	notepad															I
90447168	light	12.9	1901	user	editing notes	notepad															In
90447168	light	13.0	1908	user	editing notes	notepad															Inc
90447168	light	13.4	1930	user	editing notes	notepad															Incre
90447168	light	13.5	1937	user	editing notes	notepad															Increa
90447168	light	13.8	1958	user	editing notes	notepad															Increase
90447168	light	16.8	2138	user	editing notes	notepad															Increase 
90447168	light	16.9	2148	user	editing notes	notepad															Increase w
90447168	light	17.1	2157	user	editing notes	notepad															Increase wi
90447168	light	17.2	2168	user	editing notes	notepad															Increase wid
90447168	light	17.8	2204	user	editing notes	notepad															Increase widt
90447168	light	17.9	2211	user	editing notes	notepad															Increase width
90447168	light	18.7	2261	user	editing notes	notepad															Increase width 
90447168	light	19.3	2296	user	editing notes	notepad															Increase width =
90447168	light	19.5	2307	user	editing notes	notepad															Increase width = 
90447168	light	19.7	2324	user	editing notes	notepad															Increase width = i
90447168	light	20.0	2338	user	editing notes	notepad															Increase width = in
90447168	light	20.1	2346	user	editing notes	notepad															Increase width = inc
90447168	light	20.3	2363	user	editing notes	notepad															Increase width = incre
90447168	light	20.6	2381	user	editing notes	notepad															Increase width = increas
90447168	light	20.7	2388	user	editing notes	notepad															Increase width = increase
90447168	light	21.6	2440	user	editing notes	notepad															Increase width = increase 
90447168	light	21.8	2453	user	editing notes	notepad															Increase width = increase a
90447168	light	22.0	2466	user	editing notes	notepad															Increase width = increase ab
90447168	light	22.1	2478	user	editing notes	notepad															Increase width = increase abs
90447168	light	22.2	2484	user	editing notes	notepad															Increase width = increase abso
90447168	light	22.4	2492	user	editing notes	notepad															Increase width = increase absor
90447168	light	22.7	2515	user	editing notes	notepad															Increase width = increase absorba
90447168	light	22.9	2525	user	editing notes	notepad															Increase width = increase absorbanc
90447168	light	23.0	2533	user	editing notes	notepad															Increase width = increase absorbance
90447168	light	24.0	2592	user	editing notes	notepad															Increase width = increase absorbance\n
90447168	light	26.0	2854	user	dragStarted	wavelengthControls															
90447168	light	26.4	2883	user	dragged	wavelengthControls	decreasing														
90447168	light	26.4	2886	user	dragged	wavelengthControls	decreasing														
90447168	light	26.4	2888	model	updating state			True	765	1.04	0.1	0.89	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.4	2891	user	dragged	wavelengthControls	decreasing														
90447168	light	26.4	2893	model	updating state			True	760	1.04	0.1	0.85	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.5	2896	user	dragged	wavelengthControls	decreasing														
90447168	light	26.5	2898	model	updating state			True	741	1.04	0.1	0.69	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.5	2903	user	dragged	wavelengthControls	decreasing														
90447168	light	26.5	2906	user	dragged	wavelengthControls	decreasing														
90447168	light	26.5	2908	model	updating state			True	731	1.04	0.1	0.6	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.5	2911	user	dragged	wavelengthControls	decreasing														
90447168	light	26.5	2913	model	updating state			True	726	1.04	0.1	0.56	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.5	2916	user	dragged	wavelengthControls	decreasing														
90447168	light	26.5	2918	model	updating state			True	722	1.04	0.1	0.53	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.6	2922	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2925	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2927	model	updating state			True	707	1.04	0.1	0.41	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.6	2930	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2933	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2935	model	updating state			True	693	1.04	0.1	0.31	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.6	2938	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2940	model	updating state			True	683	1.04	0.1	0.25	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.6	2944	user	dragged	wavelengthControls	decreasing														
90447168	light	26.6	2946	model	updating state			True	673	1.04	0.1	0.2	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.7	2951	user	dragged	wavelengthControls	decreasing														
90447168	light	26.7	2954	user	dragged	wavelengthControls	decreasing														
90447168	light	26.7	2956	model	updating state			True	649	1.04	0.1	0.11	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.7	2960	user	dragged	wavelengthControls	decreasing														
90447168	light	26.7	2962	model	updating state			True	640	1.04	0.1	0.09	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.7	2966	user	dragged	wavelengthControls	decreasing														
90447168	light	26.8	2968	model	updating state			True	630	1.04	0.1	0.07	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.8	2972	user	dragged	wavelengthControls	decreasing														
90447168	light	26.8	2974	model	updating state			True	615	1.04	0.1	0.05	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.8	2977	user	dragged	wavelengthControls	decreasing														
90447168	light	26.8	2979	model	updating state			True	611	1.04	0.1	0.04	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.8	2982	user	dragged	wavelengthControls	decreasing														
90447168	light	26.8	2984	model	updating state			True	601	1.04	0.1	0.04	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.8	2987	user	dragged	wavelengthControls	decreasing														
90447168	light	26.8	2989	model	updating state			True	596	1.04	0.1	0.03	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.9	2992	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	2994	model	updating state			True	586	1.04	0.1	0.02	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.9	2997	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3000	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3002	model	updating state			True	577	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.9	3005	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3007	model	updating state			True	567	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.9	3010	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3013	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3015	model	updating state			True	557	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	26.9	3018	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3021	user	dragged	wavelengthControls	decreasing														
90447168	light	26.9	3023	model	updating state			True	548	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3026	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3028	model	updating state			True	538	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3031	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3033	model	updating state			True	524	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3036	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3038	model	updating state			True	519	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3041	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3043	model	updating state			True	514	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3046	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3048	model	updating state			True	509	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3051	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3053	model	updating state			True	504	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3056	user	dragged	wavelengthControls	decreasing														
90447168	light	27.0	3058	model	updating state			True	500	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.0	3061	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3063	model	updating state			True	495	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3066	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3068	model	updating state			True	490	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3071	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3073	model	updating state			True	485	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3076	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3078	model	updating state			True	480	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3081	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3084	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3086	model	updating state			True	471	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3089	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3091	model	updating state			True	466	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.1	3094	user	dragged	wavelengthControls	decreasing														
90447168	light	27.1	3097	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3099	model	updating state			True	456	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3102	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3105	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3107	model	updating state			True	446	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3110	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3112	model	updating state			True	442	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3115	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3117	model	updating state			True	427	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3120	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3123	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3125	model	updating state			True	417	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3128	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3131	user	dragged	wavelengthControls	decreasing														
90447168	light	27.2	3133	model	updating state			True	408	1.04	0.1	0.01	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.2	3136	user	dragged	wavelengthControls	decreasing														
90447168	light	27.3	3138	model	updating state			True	398	1.04	0.1	0.02	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.3	3142	user	dragged	wavelengthControls															
90447168	light	27.3	3146	user	dragged	wavelengthControls	decreasing														
90447168	light	27.3	3148	model	updating state			True	388	1.04	0.1	0.02	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.3	3151	user	dragged	wavelengthControls	decreasing														
90447168	light	27.3	3153	model	updating state			True	380	1.04	0.1	0.02	{u'y': 2, u'x': 6.3}	{u'y': 3.58, u'x': 3.3}							
90447168	light	27.3	3156	user	dragged	wavelengthControls															
90447168	light	27.3	3160	user	dragged	wavelengthControls															
90447168	light	27.4	3166	user	dragged	wavelengthControls															
90447168	light	27.4	3171	user	dragged	wavelengthControls															
90447168	light	27.4	3175	user	dragged	wavelengthControls															
90447168	light	27.5	3180	user	dragged	wavelengthControls															
90447168	light	27.5	3184	user	dragged	wavelengthControls															
90447168	light	27.5	3188	user	dragged	wavelengthControls															
90447168	light	27.5	3192	user	dragged	wavelengthControls															
90447168	light	27.5	3196	user	dragged	wavelengthControls															
90447168	light	27.6	3200	user	dragged	wavelengthControls															
90447168	light	27.6	3204	user	dragged	wavelengthControls															
90447168	light	27.6	3208	user	dragged	wavelengthControls															
90447168	light	27.6	3212	user	dragged	wavelengthControls															
90447168	light	27.7	3218	user	dragged	wavelengthControls															
90447168	light	27.7	3222	user	dragged	wavelengthControls															
90447168	light	27.7	3226	user	dragged	wavelengthControls															
